match_id,season,date,venue,team1,team2,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_runs,win_by_wickets
718,2019,2019-04-08,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,168,168,Delhi Capitals,0,4
719,2019,2019-04-04,M. Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,201,169,Chennai Super Kings,32,0
720,2019,2019-04-13,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,163,146,Royal Challengers Bangalore,17,0
721,2020,2020-04-15,Arun Jaitley Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,162,158,Mumbai Indians,4,0
722,2020,2020-04-29,PCA Stadium Mohali,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,117,134,Sunrisers Hyderabad,0,3
723,2020,2020-04-01,Rajiv Gandhi Intl Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,196,145,Chennai Super Kings,51,0
724,2020,2020-04-25,PCA Stadium Mohali,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,193,150,Mumbai Indians,43,0
725,2020,2020-04-05,Wankhede Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,159,121,Rajasthan Royals,38,0
726,2020,2020-04-10,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,146,117,Chennai Super Kings,29,0
727,2020,2020-04-03,Wankhede Stadium,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,142,130,Chennai Super Kings,12,0
728,2020,2020-04-21,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,165,132,Chennai Super Kings,33,0
729,2020,2020-04-01,M. Chinnaswamy Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,173,181,Chennai Super Kings,0,4
730,2020,2020-04-11,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,175,130,Sunrisers Hyderabad,45,0
731,2020,2020-04-05,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,157,163,Rajasthan Royals,0,8
732,2020,2020-04-26,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,204,126,Kolkata Knight Riders,78,0
733,2020,2020-04-27,PCA Stadium Mohali,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,164,148,Royal Challengers Bangalore,16,0
734,2020,2020-04-23,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,168,176,Sunrisers Hyderabad,0,7
735,2020,2020-04-28,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,164,161,Mumbai Indians,3,0
736,2020,2020-04-09,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,162,122,Sunrisers Hyderabad,40,0
737,2020,2020-04-12,Eden Gardens,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,172,148,Sunrisers Hyderabad,24,0
738,2020,2020-04-16,Arun Jaitley Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,172,182,Punjab Kings,0,1
739,2020,2020-04-22,MA Chidambaram Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,193,160,Kolkata Knight Riders,33,0
740,2020,2020-04-02,Wankhede Stadium,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,158,195,Kolkata Knight Riders,0,4
741,2020,2020-04-11,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,179,147,Sunrisers Hyderabad,32,0
742,2020,2020-04-09,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,191,174,Royal Challengers Bangalore,17,0
743,2020,2020-04-27,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,155,177,Sunrisers Hyderabad,0,5
744,2020,2020-04-04,MA Chidambaram Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,157,143,Mumbai Indians,14,0
745,2020,2020-04-01,Rajiv Gandhi Intl Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,170,149,Delhi Capitals,21,0
746,2020,2020-04-10,Sawai Mansingh Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,179,182,Sunrisers Hyderabad,0,7
747,2020,2020-04-24,Sawai Mansingh Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,187,149,Kolkata Knight Riders,38,0
748,2020,2020-04-15,Arun Jaitley Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,165,153,Punjab Kings,12,0
749,2020,2020-04-24,M. Chinnaswamy Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,205,184,Rajasthan Royals,21,0
750,2020,2020-04-14,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,172,143,Kolkata Knight Riders,29,0
751,2020,2020-04-24,Rajiv Gandhi Intl Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,162,160,Delhi Capitals,2,0
752,2020,2020-04-13,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,153,159,Punjab Kings,0,5
753,2020,2020-04-26,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,129,123,Sunrisers Hyderabad,6,0
754,2020,2020-04-01,PCA Stadium Mohali,Mumbai Indians,Punjab Kings,Punjab Kings,field,154,152,Mumbai Indians,2,0
755,2020,2020-04-16,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,170,162,Kolkata Knight Riders,8,0
756,2020,2020-04-19,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,181,161,Royal Challengers Bangalore,20,0
757,2020,2020-04-28,Wankhede Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,191,138,Rajasthan Royals,53,0
758,2020,2020-04-11,Wankhede Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,192,152,Punjab Kings,40,0
759,2020,2020-04-27,Rajiv Gandhi Intl Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,136,209,Royal Challengers Bangalore,0,3
760,2020,2020-04-04,Rajiv Gandhi Intl Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,125,162,Punjab Kings,0,7
761,2020,2020-04-16,Sawai Mansingh Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,192,176,Sunrisers Hyderabad,16,0
762,2020,2020-04-23,Wankhede Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,174,143,Kolkata Knight Riders,31,0
763,2020,2020-04-11,MA Chidambaram Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,field,167,155,Punjab Kings,12,0
764,2020,2020-04-20,MA Chidambaram Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,165,143,Mumbai Indians,22,0
765,2020,2020-04-01,Rajiv Gandhi Intl Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,198,180,Kolkata Knight Riders,18,0
766,2020,2020-04-17,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,170,169,Punjab Kings,1,0
767,2020,2020-04-23,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,143,222,Delhi Capitals,0,8
768,2020,2020-04-03,Wankhede Stadium,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,179,165,Delhi Capitals,14,0
769,2020,2020-04-15,M. Chinnaswamy Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,168,137,Punjab Kings,31,0
770,2020,2020-04-27,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,159,134,Punjab Kings,25,0
771,2020,2020-04-17,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,166,160,Chennai Super Kings,6,0
772,2020,2020-04-26,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,150,163,Delhi Capitals,0,5
773,2020,2020-04-14,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,163,161,Rajasthan Royals,2,0
774,2020,2020-04-19,M. Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,166,159,Kolkata Knight Riders,7,0
775,2020,2020-04-20,Sawai Mansingh Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,195,170,Royal Challengers Bangalore,25,0
776,2020,2020-04-13,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,168,150,Sunrisers Hyderabad,18,0
777,2020,2020-04-24,M. Chinnaswamy Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,135,139,Sunrisers Hyderabad,0,2
778,2020,2020-04-04,Sawai Mansingh Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,153,170,Chennai Super Kings,0,1
779,2020,2020-04-20,Sawai Mansingh Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,186,165,Punjab Kings,21,0
780,2020,2020-04-14,Eden Gardens,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,195,165,Rajasthan Royals,30,0
781,2021,2021-04-22,MA Chidambaram Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,184,151,Kolkata Knight Riders,33,0
782,2021,2021-04-10,Wankhede Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,167,146,Punjab Kings,21,0
783,2021,2021-04-24,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,168,141,Royal Challengers Bangalore,27,0
784,2021,2021-04-03,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,175,172,Chennai Super Kings,3,0
785,2021,2021-04-20,PCA Stadium Mohali,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,156,162,Chennai Super Kings,0,4
786,2021,2021-04-16,Eden Gardens,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,169,166,Rajasthan Royals,3,0
787,2021,2021-04-27,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,193,147,Chennai Super Kings,46,0
788,2021,2021-04-08,PCA Stadium Mohali,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,166,160,Chennai Super Kings,6,0
789,2021,2021-04-29,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,175,153,Kolkata Knight Riders,22,0
790,2021,2021-04-29,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,163,180,Delhi Capitals,0,4
791,2021,2021-04-01,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,169,149,Chennai Super Kings,20,0
792,2021,2021-04-02,MA Chidambaram Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,209,153,Royal Challengers Bangalore,56,0
793,2021,2021-04-13,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,182,160,Mumbai Indians,22,0
794,2021,2021-04-24,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,200,154,Kolkata Knight Riders,46,0
795,2021,2021-04-23,Wankhede Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,159,194,Kolkata Knight Riders,0,7
796,2021,2021-04-05,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,178,167,Royal Challengers Bangalore,11,0
797,2021,2021-04-29,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,192,166,Mumbai Indians,26,0
798,2021,2021-04-11,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,168,153,Sunrisers Hyderabad,15,0
799,2021,2021-04-09,Wankhede Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,176,160,Sunrisers Hyderabad,16,0
800,2021,2021-04-08,Arun Jaitley Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,166,149,Rajasthan Royals,17,0
801,2021,2021-04-23,Rajiv Gandhi Intl Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,160,146,Mumbai Indians,14,0
802,2021,2021-04-19,Sawai Mansingh Stadium,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,171,140,Delhi Capitals,31,0
803,2021,2021-04-23,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,162,142,Delhi Capitals,20,0
804,2021,2021-04-28,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,177,207,Chennai Super Kings,0,3
805,2021,2021-04-10,PCA Stadium Mohali,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,143,164,Mumbai Indians,0,2
806,2021,2021-04-06,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,149,173,Royal Challengers Bangalore,0,2
807,2021,2021-04-13,Sawai Mansingh Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,174,165,Punjab Kings,9,0
808,2021,2021-04-13,PCA Stadium Mohali,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,165,158,Kolkata Knight Riders,7,0
809,2021,2021-04-01,Sawai Mansingh Stadium,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,165,179,Rajasthan Royals,0,5
810,2021,2021-04-16,Eden Gardens,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,147,168,Sunrisers Hyderabad,0,1
811,2021,2021-04-27,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,165,128,Kolkata Knight Riders,37,0
812,2021,2021-04-07,Wankhede Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,197,180,Kolkata Knight Riders,17,0
813,2021,2021-04-04,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,160,134,Sunrisers Hyderabad,26,0
814,2021,2021-04-17,Sawai Mansingh Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,193,173,Royal Challengers Bangalore,20,0
815,2021,2021-04-16,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,156,168,Delhi Capitals,0,6
816,2021,2021-04-02,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,164,123,Sunrisers Hyderabad,41,0
817,2021,2021-04-09,MA Chidambaram Stadium,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,155,138,Punjab Kings,17,0
818,2021,2021-04-25,MA Chidambaram Stadium,Punjab Kings,Delhi Capitals,Punjab Kings,bat,144,186,Delhi Capitals,0,4
819,2021,2021-04-15,PCA Stadium Mohali,Punjab Kings,Mumbai Indians,Mumbai Indians,field,196,157,Punjab Kings,39,0
820,2021,2021-04-06,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,182,157,Rajasthan Royals,25,0
821,2021,2021-04-06,Eden Gardens,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,156,181,Punjab Kings,0,8
822,2021,2021-04-12,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,150,163,Rajasthan Royals,0,7
823,2021,2021-04-15,MA Chidambaram Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,148,179,Punjab Kings,0,8
824,2021,2021-04-09,Sawai Mansingh Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,200,173,Punjab Kings,27,0
825,2021,2021-04-24,Rajiv Gandhi Intl Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,167,146,Delhi Capitals,21,0
826,2021,2021-04-04,Eden Gardens,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,137,168,Delhi Capitals,0,7
827,2021,2021-04-29,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,146,165,Chennai Super Kings,0,7
828,2021,2021-04-08,Sawai Mansingh Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,176,139,Royal Challengers Bangalore,37,0
829,2021,2021-04-21,Arun Jaitley Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,172,143,Sunrisers Hyderabad,29,0
830,2021,2021-04-25,Eden Gardens,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,183,139,Punjab Kings,44,0
831,2021,2021-04-02,PCA Stadium Mohali,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,169,146,Delhi Capitals,23,0
832,2021,2021-04-10,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,206,148,Rajasthan Royals,58,0
833,2021,2021-04-05,M. Chinnaswamy Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,156,132,Mumbai Indians,24,0
834,2021,2021-04-18,MA Chidambaram Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,162,159,Sunrisers Hyderabad,3,0
835,2021,2021-04-03,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,178,169,Delhi Capitals,9,0
836,2021,2021-04-08,PCA Stadium Mohali,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,157,180,Rajasthan Royals,0,6
837,2021,2021-04-17,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,164,151,Sunrisers Hyderabad,13,0
838,2021,2021-04-22,MA Chidambaram Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,181,167,Sunrisers Hyderabad,14,0
839,2021,2021-04-09,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,178,173,Sunrisers Hyderabad,5,0
840,2021,2021-04-26,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,161,177,Chennai Super Kings,0,6
841,2022,2022-04-28,Rajiv Gandhi Intl Stadium,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,155,155,Rajasthan Royals,0,4
842,2022,2022-04-02,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,147,189,Sunrisers Hyderabad,0,3
843,2022,2022-04-13,PCA Stadium Mohali,Delhi Capitals,Punjab Kings,Punjab Kings,field,164,155,Delhi Capitals,9,0
844,2022,2022-04-05,Wankhede Stadium,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,163,163,Rajasthan Royals,0,6
845,2022,2022-04-17,MA Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,182,182,Rajasthan Royals,0,6
846,2022,2022-04-19,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,146,168,Mumbai Indians,0,8
847,2022,2022-04-17,Rajiv Gandhi Intl Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,139,99,Rajasthan Royals,40,0
848,2022,2022-04-23,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,163,183,Rajasthan Royals,0,7
849,2022,2022-04-29,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,157,170,Royal Challengers Bangalore,0,3
850,2022,2022-04-17,Arun Jaitley Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,181,152,Rajasthan Royals,29,0
851,2022,2022-04-27,PCA Stadium Mohali,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,176,190,Royal Challengers Bangalore,0,6
852,2022,2022-04-10,MA Chidambaram Stadium,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,164,169,Kolkata Knight Riders,0,7
853,2022,2022-04-10,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,144,139,Royal Challengers Bangalore,5,0
854,2022,2022-04-15,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,171,159,Sunrisers Hyderabad,12,0
855,2022,2022-04-27,Wankhede Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,166,141,Chennai Super Kings,25,0
856,2022,2022-04-22,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,163,151,Royal Challengers Bangalore,12,0
857,2022,2022-04-08,Sawai Mansingh Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,184,153,Chennai Super Kings,31,0
858,2022,2022-04-10,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,164,156,Royal Challengers Bangalore,8,0
859,2022,2022-04-04,M. Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,144,157,Royal Challengers Bangalore,0,9
860,2022,2022-04-29,MA Chidambaram Stadium,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,174,168,Rajasthan Royals,6,0
861,2022,2022-04-03,MA Chidambaram Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,field,175,166,Rajasthan Royals,9,0
862,2022,2022-04-01,MA Chidambaram Stadium,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,156,151,Punjab Kings,5,0
863,2022,2022-04-03,Eden Gardens,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,137,186,Mumbai Indians,0,7
864,2022,2022-04-05,M. Chinnaswamy Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,175,121,Delhi Capitals,54,0
865,2022,2022-04-21,PCA Stadium Mohali,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,160,135,Punjab Kings,25,0
866,2022,2022-04-26,MA Chidambaram Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,168,181,Mumbai Indians,0,7
867,2022,2022-04-19,M. Chinnaswamy Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,140,161,Chennai Super Kings,0,6
868,2022,2022-04-28,Wankhede Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,191,174,Kolkata Knight Riders,17,0
869,2022,2022-04-03,Eden Gardens,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,181,186,Punjab Kings,0,2
870,2022,2022-04-23,Eden Gardens,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,141,159,Delhi Capitals,0,3
871,2022,2022-04-06,M. Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,152,167,Royal Challengers Bangalore,0,4
872,2022,2022-04-06,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,183,149,Kolkata Knight Riders,34,0
873,2022,2022-04-28,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,153,121,Kolkata Knight Riders,32,0
874,2022,2022-04-06,PCA Stadium Mohali,Punjab Kings,Delhi Capitals,Punjab Kings,bat,178,162,Punjab Kings,16,0
875,2022,2022-04-08,PCA Stadium Mohali,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,171,134,Rajasthan Royals,37,0
876,2022,2022-04-14,M. Chinnaswamy Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,134,163,Punjab Kings,0,1
877,2022,2022-04-01,Wankhede Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,150,169,Delhi Capitals,0,8
878,2022,2022-04-16,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,180,109,Sunrisers Hyderabad,71,0
879,2022,2022-04-21,PCA Stadium Mohali,Punjab Kings,Delhi Capitals,Punjab Kings,field,169,146,Punjab Kings,23,0
880,2022,2022-04-09,Sawai Mansingh Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,160,161,Chennai Super Kings,0,5
881,2022,2022-04-04,Wankhede Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,157,170,Rajasthan Royals,0,2
882,2022,2022-04-27,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,168,167,Kolkata Knight Riders,1,0
883,2022,2022-04-10,Arun Jaitley Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,188,174,Kolkata Knight Riders,14,0
884,2022,2022-04-23,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,164,135,Royal Challengers Bangalore,29,0
885,2022,2022-04-21,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,178,162,Kolkata Knight Riders,16,0
886,2022,2022-04-24,Sawai Mansingh Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,163,176,Chennai Super Kings,0,1
887,2022,2022-04-12,Rajiv Gandhi Intl Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,140,129,Mumbai Indians,11,0
888,2022,2022-04-27,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,156,161,Mumbai Indians,0,4
889,2022,2022-04-10,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,217,139,Chennai Super Kings,78,0
890,2022,2022-04-03,PCA Stadium Mohali,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,146,141,Punjab Kings,5,0
891,2022,2022-04-09,Arun Jaitley Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,181,144,Kolkata Knight Riders,37,0
892,2022,2022-04-06,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,130,164,Delhi Capitals,0,3
893,2022,2022-04-26,Arun Jaitley Stadium,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,203,163,Chennai Super Kings,40,0
894,2022,2022-04-15,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,143,157,Punjab Kings,0,9
895,2022,2022-04-20,Rajiv Gandhi Intl Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,186,158,Royal Challengers Bangalore,28,0
896,2022,2022-04-06,PCA Stadium Mohali,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,172,153,Royal Challengers Bangalore,19,0
